company_name,primary_domain,info_url_1,info_url_1_source_type,info_url_2,info_url_2_source_type,sentiment_url_1,sentiment_url_1_source_type,sentiment_url_2,sentiment_url_2_source_type,notes
Bosch India,bosch.in,https://en.wikipedia.org/wiki/Bosch_(company),wikipedia,,,,,,,Official domain supplied from the expansion candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Glenmark Pharmaceuticals,glenmarkpharma.com,https://en.wikipedia.org/wiki/Glenmark_Pharmaceuticals,wikipedia,,,,,,,Official domain supplied from the expansion candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Alkem Laboratories,alkemlabs.com,https://www.alkemlabs.com/about-us,own_about_page,https://en.wikipedia.org/wiki/Alkem_Laboratories,wikipedia,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Ipca Laboratories,ipca.com,https://en.wikipedia.org/wiki/Ipca_Laboratories,wikipedia,,,,,,,Official domain supplied from the expansion candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Natco Pharma,natcopharma.com,https://en.wikipedia.org/wiki/Natco_Pharma,wikipedia,,,,,,,Official domain supplied from the expansion candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Alembic Pharmaceuticals,alembicpharmaceuticals.com,https://alembicpharmaceuticals.com/about-us,own_about_page,https://en.wikipedia.org/wiki/Alembic_Pharmaceuticals,wikipedia,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Mankind Pharma,mankindpharma.com,https://www.mankindpharma.com/company/,own_about_page,https://en.wikipedia.org/wiki/Mankind_Pharma,wikipedia,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Piramal Pharma,piramalpharma.com,https://www.piramalpharma.com/about-us,own_about_page,https://en.wikipedia.org/wiki/Piramal_Group,wikipedia,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Laurus Labs,lauruslabs.com,https://en.wikipedia.org/wiki/Laurus_Labs,wikipedia,,,,,,,Official domain supplied from the expansion candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Syngene International,syngeneintl.com,https://www.syngeneintl.com/about-us/,own_about_page,,,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Serum Institute of India,seruminstitute.com,https://en.wikipedia.org/wiki/Serum_Institute_of_India,wikipedia,,,,,,,Official domain supplied from the expansion candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Aravind Eye Care System,aravind.org,https://aravind.org/our-story/,own_about_page,https://en.wikipedia.org/wiki/Aravind_Eye_Hospitals,wikipedia,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Narayana Health,narayanahealth.org,https://www.narayanahealth.org/about-us,own_about_page,https://en.wikipedia.org/wiki/Narayana_Health,wikipedia,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Sankara Nethralaya,sankaranethralaya.org,https://en.wikipedia.org/wiki/Sankara_Nethralaya,wikipedia,,,,,,,Official domain supplied from the expansion candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Angel One,angelone.in,https://www.angelone.in/aboutus,own_about_page,https://en.wikipedia.org/wiki/Angel_One_(company),wikipedia,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
IIFL Finance,iifl.com,https://www.iifl.com/finance/about-us,own_about_page,,,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
JM Financial,jmfl.com,https://www.jmfl.com/Error/Index,own_about_page,https://en.wikipedia.org/wiki/JM_Financial,wikipedia,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
UTI Asset Management,utimf.com,https://en.wikipedia.org/wiki/UTI_Asset_Management,wikipedia,,,,,,,Official domain supplied from the expansion candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
LIC Housing Finance,lichousing.com,https://www.lichousing.com/about-us,own_about_page,,,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Can Fin Homes,canfinhomes.com,https://www.canfinhomes.com/,own_about_page,,,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
5paisa Capital,5paisa.com,https://www.5paisa.com/about-us,own_about_page,,,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
IIFL Securities,indiainfoline.com,https://www.indiainfoline.com/company,own_about_page,,,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Sundaram Asset Management,sundarammutual.com,https://www.sundarammutual.com/,own_about_page,https://en.wikipedia.org/wiki/Sundaram_Finance,wikipedia,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Motilal Oswal Asset Management,motilaloswal.com,https://en.wikipedia.org/wiki/Motilal_Oswal_Financial_Services,wikipedia,,,,,,,Official domain supplied from the expansion candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Bajaj Allianz General Insurance,bajajgeneralinsurance.com,https://www.bajajgeneralinsurance.com/about-us.html,own_about_page,https://en.wikipedia.org/wiki/Bajaj_Life_Insurance,wikipedia,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Star Health and Allied Insurance,starhealth.in,https://www.starhealth.in/about-us/,own_about_page,,,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Niva Bupa Health Insurance,nivabupa.com,https://en.wikipedia.org/wiki/Niva_Bupa,wikipedia,,,,,,,Official domain supplied from the expansion candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
TeamLease Services,group.teamlease.com,https://group.teamlease.com/about-teamlease/,own_about_page,https://en.wikipedia.org/wiki/TeamLease_Services,wikipedia,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Quess Corp,quesscorp.com,https://www.quesscorp.com/,own_about_page,,,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
SIS Limited,sisindia.com,https://sisindia.com/company-announcement/,own_about_page,https://en.wikipedia.org/wiki/SIS_Limited,wikipedia,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Firstsource Solutions,firstsource.com,https://www.firstsource.com/about-us/who-we-are,own_about_page,https://en.wikipedia.org/wiki/Firstsource,wikipedia,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Hinduja Global Solutions,hgs.com,https://en.wikipedia.org/wiki/Hinduja_Group,wikipedia,,,,,,,Official domain supplied from the expansion candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Allsec Technologies,alldigitech.com,https://www.alldigitech.com/about-us/,own_about_page,,,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Tally Solutions,tallysolutions.com,https://tallysolutions.com/business-tools-templates/company-cin-by-pan/,own_about_page,https://en.wikipedia.org/wiki/Tally_Solutions,wikipedia,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Info Edge India,infoedge.in,https://en.wikipedia.org/wiki/Info_Edge,wikipedia,,,,,,,Official domain supplied from the expansion candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
IndiaMART InterMESH,indiamart.com,https://www.indiamart.com/our-story/,own_about_page,https://en.wikipedia.org/wiki/IndiaMART,wikipedia,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Matrimony.com,matrimony.com,https://www.matrimony.com/about-us,own_about_page,https://en.wikipedia.org/wiki/Matrimony.com,wikipedia,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Nazara Technologies,nazara.com,https://en.wikipedia.org/wiki/Nazara_Technologies,wikipedia,,,,,,,Official domain supplied from the expansion candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Affle India,affle.com,https://affle.com/about,own_about_page,,,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Route Mobile,routemobile.com,https://routemobile.com/company-profile/,own_about_page,https://en.wikipedia.org/wiki/Route_Mobile,wikipedia,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Tanla Platforms,tanla.com,https://www.tanla.com/about-us,own_about_page,https://en.wikipedia.org/wiki/Tanla_Platforms,wikipedia,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Sonata Software,sonata-software.com,https://www.sonata-software.com/about-us,own_about_page,https://en.wikipedia.org/wiki/Sonata_Software,wikipedia,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Intellect Design Arena,intellectdesign.com,https://www.intellectdesign.com/our-story/,own_about_page,,,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Sasken Technologies,sasken.com,https://en.wikipedia.org/wiki/Sasken_Technologies,wikipedia,,,,,,,Official domain supplied from the expansion candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
RateGain Travel Technologies,rategain.com,https://rategain.com/about-us/,own_about_page,,,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Cigniti Technologies,cigniti.com,https://www.cigniti.com/about-us,own_about_page,,,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Unicommerce eSolutions,unicommerce.com,https://unicommerce.com/about-us/,own_about_page,https://en.wikipedia.org/wiki/Unicommerce,wikipedia,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Zetwerk,zetwerk.com,https://www.zetwerk.com/,own_about_page,,,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Shiprocket,shiprocket.in,https://www.shiprocket.in/about-us/,own_about_page,,,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
NoBroker,nobroker.in,https://www.nobroker.in/about/company,own_about_page,https://en.wikipedia.org/wiki/NoBroker,wikipedia,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
EaseMyTrip,easemytrip.com,https://en.wikipedia.org/wiki/EaseMyTrip,wikipedia,,,,,,,Official domain supplied from the expansion candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Nirma,nirma.co.in,https://en.wikipedia.org/wiki/Nirma,wikipedia,,,,,,,Official domain supplied from the expansion candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Raymond,raymond.in,https://en.wikipedia.org/wiki/Raymond_Group,wikipedia,,,,,,,Official domain supplied from the expansion candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Welspun India,welspun.com,https://en.wikipedia.org/wiki/Welspun_Corp,wikipedia,,,,,,,Official domain supplied from the expansion candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
V-Guard Industries,vguard.in,https://en.wikipedia.org/wiki/V-Guard_Industries,wikipedia,,,,,,,Official domain supplied from the expansion candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
CavinKare,cavinkare.com,https://cavinkare.com/about-us/,own_about_page,,,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Jyothy Labs,jyothylabs.com,https://www.jyothylabs.com/company/,own_about_page,,,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Bikaji Foods International,bikaji.com,https://www.bikaji.com/about-us,own_about_page,,,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Devyani International,dil-rjcorp.com,https://dil-rjcorp.com/about-rj-corp/,own_about_page,https://en.wikipedia.org/wiki/Devyani_Khobragade_incident,wikipedia,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Restaurant Brands Asia,login.microsoftonline.com,https://en.wikipedia.org/wiki/Speciality_Restaurants_Limited,wikipedia,,,,,,,Official domain supplied from the expansion candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Lemon Tree Hotels,lemontreehotels.com,https://www.lemontreehotels.com/about-us,own_about_page,https://en.wikipedia.org/wiki/Lemon_Tree_Hotels,wikipedia,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Chalet Hotels,chalethotels.com,https://www.chalethotels.com/about-us/,own_about_page,,,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Thomas Cook India,thomascook.in,https://www.thomascook.in/about-us,own_about_page,https://en.wikipedia.org/wiki/Thomas_Cook_India,wikipedia,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Safari Industries India,safaribags.com,https://safaribags.com/pages/about-us,own_about_page,,,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
VIP Industries,vipindustries.co.in,https://www.vipindustries.co.in/about-us,own_about_page,https://en.wikipedia.org/wiki/VIP_Industries,wikipedia,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Great Learning,mygreatlearning.com,https://www.mygreatlearning.com/about-us,own_about_page,,,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Teachmint,teachmint.com,https://www.teachmint.com/about,own_about_page,,,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
LEAD Group,leadschool.in,https://leadschool.in/about-us/know-the-company/,own_about_page,,,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Aakash Educational Services,aakash.ac.in,https://en.wikipedia.org/wiki/Aakash_(tablet),wikipedia,,,,,,,Official domain supplied from the expansion candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
ALLEN Career Institute,allen.ac.in,https://en.wikipedia.org/wiki/Allen,wikipedia,,,,,,,Official domain supplied from the expansion candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Career Launcher,careerlauncher.com,https://www.careerlauncher.com/aboutus/,own_about_page,,,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
EduTech,edutech.com,https://www.edutech.com/about,own_about_page,,,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Tata Trusts,tatatrusts.org,https://en.wikipedia.org/wiki/Tata_Trusts,wikipedia,,,,,,,Official domain supplied from the expansion candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Wipro Foundation,wiprofoundation.org,https://www.wiprofoundation.org/about-us/,own_about_page,https://en.wikipedia.org/wiki/Wipro,wikipedia,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Reliance Foundation,reliancefoundation.org,https://www.reliancefoundation.org/about-us,own_about_page,https://en.wikipedia.org/wiki/Reliance_Foundation,wikipedia,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Akshaya Patra Foundation,akshayapatra.org,https://www.akshayapatra.org/about-us,own_about_page,,,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Teach For India,teachforindia.org,https://www.teachforindia.org/who-we-are,own_about_page,https://en.wikipedia.org/wiki/Redrawing_India:_The_Teach_For_India_Story,wikipedia,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Pratham Education Foundation,pratham.org,https://www.pratham.org/our-story/,own_about_page,,,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
SEWA,sewa.org,https://www.sewa.org/about-us/,own_about_page,https://en.wikipedia.org/wiki/Sewapanthi,wikipedia,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Give,give.do,https://give.do/aboutus,own_about_page,,,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
HelpAge India,helpageindia.org,https://www.helpageindia.org/about-us,own_about_page,,,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Smile Foundation,smilefoundationindia.org,https://www.smilefoundationindia.org/our-story/,own_about_page,,,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Goonj,goonj.org,https://en.wikipedia.org/wiki/Goonj_(1974_film),wikipedia,,,,,,,Official domain supplied from the expansion candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Sightsavers India,sightsaversindia.org,https://www.sightsaversindia.org/about-us/,own_about_page,https://en.wikipedia.org/wiki/Sightsavers,wikipedia,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Indian Space Research Organisation,isro.gov.in,https://en.wikipedia.org/wiki/Indian_Space_Association,wikipedia,,,,,,,Official domain supplied from the expansion candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Defence Research and Development Organisation,xn--m1b0a2bb8esed.xn--11b7cb3a6a.xn--h2brj9c,https://en.wikipedia.org/wiki/Defence_Research_and_Development_Organisation,wikipedia,,,,,,,Official domain supplied from the expansion candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Council of Scientific and Industrial Research,csir.res.in,https://en.wikipedia.org/wiki/National_Research_Council_Canada,wikipedia,,,,,,,Official domain supplied from the expansion candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Department of Atomic Energy,dae.gov.in,https://dae.gov.in/about-crisis-managment-group-cmg/,own_about_page,,,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Bhabha Atomic Research Centre,barc.gov.in,https://www.barc.gov.in/about/,own_about_page,https://en.wikipedia.org/wiki/Bhabha_Atomic_Research_Centre,wikipedia,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Indian Council of Medical Research,icmr.gov.in,https://www.icmr.gov.in/who-we-are,own_about_page,,,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
National Informatics Centre,nic.gov.in,https://www.nic.gov.in/about-this-website/,own_about_page,https://en.wikipedia.org/wiki/National_Informatics_Centre,wikipedia,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Goods and Services Tax Network,gstn.org.in,https://en.wikipedia.org/wiki/Goods_and_Services_Tax_(India),wikipedia,,,,,,,Official domain supplied from the expansion candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
National Skill Development Corporation,nsdcindia.org,https://www.nsdcindia.org:443/about-us,own_about_page,https://en.wikipedia.org/wiki/National_Skill_Development_Corporation,wikipedia,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
National Testing Agency,nta.ac.in,https://www.nta.ac.in/about,own_about_page,https://en.wikipedia.org/wiki/National_Eligibility_cum_Entrance_Test_(Undergraduate),wikipedia,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Startup India,startupindia.gov.in,https://en.wikipedia.org/wiki/List_of_unicorn_startup_companies,wikipedia,,,,,,,Official domain supplied from the expansion candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Invest India,investindia.gov.in,https://www.investindia.gov.in/about,own_about_page,,,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
National Institute of Fashion Technology,nift.ac.in,https://en.wikipedia.org/wiki/List_of_companies_listed_on_the_National_Stock_Exchange_of_India,wikipedia,,,,,,,Official domain supplied from the expansion candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
National Institute of Ocean Technology,niot.res.in,"https://en.wikipedia.org/wiki/National_Institute_of_Technology,_Tiruchirappalli",wikipedia,,,,,,,Official domain supplied from the expansion candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Bureau of Indian Standards,bis.gov.in,https://www.bis.gov.in/?lang=en,own_about_page,,,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
National Centre for Biological Sciences,ncbs.res.in,https://www.ncbs.res.in/about-us,own_about_page,,,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Tata Institute of Fundamental Research,tifr.res.in,https://en.wikipedia.org/wiki/Tata_Trusts,wikipedia,,,,,,,Official domain supplied from the expansion candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
National Highways Authority of India,nhai.gov.in,https://en.wikipedia.org/wiki/National_highways_of_India,wikipedia,,,,,,,Official domain supplied from the expansion candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
India Post,indiapost.gov.in,https://en.wikipedia.org/wiki/India_Post,wikipedia,,,,,,,Official domain supplied from the expansion candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Unique Identification Authority of India,uidai.gov.in,https://uidai.gov.in/en/who-we-are,own_about_page,,,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
National Mission for Clean Ganga,nmcg.nic.in,https://en.wikipedia.org/wiki/National_symbols_of_India,wikipedia,,,,,,,Official domain supplied from the expansion candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
